misspelling,correct,edit_distance,len_diff
complecion,completion,1,0
complection,completion,1,1
compleetion,completion,1,1
compleshion,completion,2,1
complesion,completion,1,0
complession,completion,2,1
complestion,completion,1,1
complesun,completion,3,-1
completeion,completion,1,1
completetion,completion,2,2
completicon,completion,1,1
completition,completion,2,2
complexion,completion,1,0
compliction,completion,2,1
complimion,completion,2,0
complisha,completion,5,-1
complishtion,completion,3,2
complision,completion,2,0
complition,completion,1,0
complsion,completion,2,-1
complte,completion,4,-3
complusment,completion,5,1
conptecion,completion,3,0
complection,complexion,2,1
complextion,complexion,1,1
complement,compliment,1,0
complementary,complimentary,1,0
componant,component,1,0
compossed,composed,1,1
compostion,composition,1,-1
compond,compound,1,-1
comphehensive,comprehensive,1,0
consede,concede,1,0
conseived,conceded,3,1
conseated,conceited,2,0
conceade,conceive,2,0
conceal,conceive,3,-1
conceave,conceive,1,0
concede,conceive,2,-1
conceeded,conceive,3,1
conceiive,conceive,1,1
conceivce,conceive,1,1
conceived,conceive,1,1
conceved,conceive,2,0
concevee,conceive,2,0
concieve,conceive,2,0
concieved,conceive,3,1
concieves,conceive,3,1
concive,conceive,1,-1
conscieve,conceive,3,1
conseave,conceive,2,0
conseed,conceive,4,-1
conseive,conceive,1,0
conserve,conceive,2,0
conseve,conceive,2,-1
conseved,conceive,3,0
consieve,conceive,3,0
consive,conceive,2,-1
consived,conceive,3,0
convesed,conceive,4,0
concieved,conceived,2,0
concetrate,concentrate,1,-1
consentrate,concentrate,1,0
consuntrate,concentrate,2,0
camceptition,conception,4,2
comsecption,conception,3,1
comseption,conception,2,0
comsuption,conception,3,0
confection,conception,2,0
consaption,conception,2,0
consebsion,conception,3,0
consecption,conception,2,1
consection,conception,2,0
consempation,conception,3,2
consemption,conception,2,1
consepation,conception,2,1
consepction,conception,2,1
consepition,conception,2,1
conseption,conception,1,0
consesptions,conception,3,2
conspection,conception,3,1
conspicon,conception,4,-1
conspition,conception,3,0
consuption,conception,2,0
consern,concern,1,0
concened,concerned,1,-1
cocerning,concerning,1,-1
cons,concerning,7,-6
conserning,concerning,1,0
consert,concert,1,0
conclud,conclude,1,-1
conclued,conclude,2,0
condem,condemn,1,-1
conditining,conditioning,1,-1
codetie,conditions,5,-3
coidisions,conditions,2,0
comderins,conditions,4,-1
conange,conditions,7,-3
cond,conditions,6,-6
cond lon,conditions,4,-2
condersions,conditions,3,1
condeshion,conditions,4,0
condesiner,conditions,5,0
condeson,conditions,4,-2
condetions,conditions,1,0
condicions,conditions,1,0
condictions,conditions,1,1
condicton,conditions,3,-1
condidierns,conditions,3,1
condidions,conditions,1,0
condions,conditions,2,-2
condiptions,conditions,1,1
condish,conditions,5,-3
condishance,conditions,5,1
condishants,conditions,4,1
condishing,conditions,4,0
condishion,conditions,3,0
condishones,conditions,3,1
condishons,conditions,2,0
condisings,conditions,3,0
condision,conditions,2,-1
condisions,conditions,1,0
condisns,conditions,3,-2
condison,conditions,3,-2
condistion,conditions,2,0
condistions,conditions,1,1
condition,conditions,1,-1
conditoins,conditions,2,0
conditones,conditions,2,0
condse,conditions,6,-4
condsiones,conditions,3,0
condtions,conditions,1,-1
condutions,conditions,1,0
conetisons,conditions,3,0
conetons,conditions,3,-2
constion,conditions,3,-2
containg,conditions,5,-2
contbins,conditions,4,-2
contiditions,conditions,2,2
contions,conditions,2,-2
conture,conditions,6,-3
cunditions,conditions,1,0
gondition,conditions,2,-1
gones,conditions,7,-5
kondis,conditions,5,-4
conduck,conduct,1,0
conducter,conductor,1,0
confectionary,confectionery,1,0
conferance,conference,1,0
confedence,confidence,1,0
confedent,confident,1,0
conferdent,confident,2,1
cond,confidently,7,-7
comfirm,confirm,1,0
conferm,confirm,1,0
cemfurmation,confirmation,3,0
comfeirmation,confirmation,2,1
comfermater,confirmation,5,-1
comfermation,confirmation,2,0
comfirmation,confirmation,1,0
confeimation,confirmation,2,0
confermasion,confirmation,2,0
confermation,confirmation,1,0
confermission,confirmation,4,1
confernation,confirmation,2,0
conferrmation,confirmation,2,1
confimation,confirmation,1,-1
conformation,confirmation,1,0
confornmation,confirmation,2,1
confremation,confirmation,2,0
confumation,confirmation,2,-1
confurmation,confirmation,1,0
congremation,confirmation,3,0
contformation,confirmation,2,1
convemation,confirmation,3,-1
convermacion,confirmation,3,0
convermation,confirmation,2,0
confusin,confusing,1,-1
congradulate,congratulate,1,0
comcerracarlants,congratulations,11,1
concradulations,congratulations,2,0
concrogulation,congratulations,4,-1
conglutation,congratulations,5,-3
congractulations,congratulations,1,1
congradualtions,congratulations,3,0
congraduation,congratulations,3,-2
congraduations,congratulations,2,-1
congradulation,congratulations,2,-1
congradulations,congratulations,1,0
congradutation,congratulations,3,-1
congragalations,congratulations,2,0
congragulations,congratulations,1,0
congralation,congratulations,3,-3
congralulations,congratulations,1,0
congralutaions,congratulations,3,-1
congralutations,congratulations,2,0
congratalation,congratulations,2,-1
congratalations,congratulations,1,0
congratalutions,congratulations,2,0
congratilation,congratulations,2,-1
congratilations,congratulations,1,0
congrationlation,congratulations,4,1
congratrilations,congratulations,2,1
congratualations,congratulations,1,1
congratuations,congratulations,1,-1
congratulate,congratulations,4,-3
congratulation,congratulations,1,-1
congratulatons,congratulations,1,-1
congratulions,congratulations,2,-2
congraturalations,congratulations,2,2
congraudulations,congratulations,2,1
congraulation,congratulations,2,-2
congraulations,congratulations,1,-1
congreation,congratulations,5,-4
congreatulations,congratulations,1,1
congretulations,congratulations,1,0
congrulations,congratulations,2,-2
congrutulations,congratulations,1,0
conguralitions,congratulations,4,-1
Cnongress,congress,1,1
Comgress,congress,1,0
cangress,congress,1,0
congeres,congress,2,0
congres,congress,1,-1
converce,congress,5,0
converse,congress,4,0
curgress,congress,2,0
conect,connect,1,-1
conected,connected,1,-1
conection,connection,1,-1
connecton,connection,1,-1
connextion,connection,1,0
connectivies,connectives,1,1
connoiseurs,connoisseurs,1,-1
comsions,conscience,5,-2
conceince,conscience,3,-1
conceincs,conscience,4,-1
conceinsious,conscience,8,2
conceionce,conscience,3,0
conceive,conscience,4,-2
concenious,conscience,6,0
conchence,conscience,2,-1
conchience,conscience,2,0
conchious,conscience,6,-1
conciance,conscience,2,-1
conciece,conscience,2,-2
concience,conscience,1,-1
conciences,conscience,2,0
conciense,conscience,2,-1
concientous,conscience,5,1
concients,conscience,3,-1
concinance,conscience,3,0
concinous,conscience,5,-1
concionce,conscience,2,-1
concionious,conscience,6,1
concionse,conscience,3,-1
concionts,conscience,4,-1
conciouns,conscience,5,-1
concious,conscience,5,-2
concouir,conscience,6,-2
concounious,conscience,7,1
concsience,conscience,2,0
concunce,conscience,3,-2
concus,conscience,6,-4
condients,conscience,4,-1
conisience,conscience,2,0
conncince,conscience,2,-1
conounce,conscience,4,-2
consants,conscience,5,-2
consceince,conscience,2,0
consceinus,conscience,4,0
conscence,conscience,1,-1
conscienceness,conscience,4,4
consciencious,conscience,4,3
consciense,conscience,1,0
conscientients,conscience,5,4
conscients,conscience,2,0
conscioness,conscience,4,1
conscions,conscience,3,-1
conscionusness,conscience,6,4
consciou,conscience,4,-2
consciounce,conscience,2,1
consciouness,conscience,5,2
conscious,conscience,4,-1
conscoins,conscience,4,-1
conscouince,conscience,3,1
consence,conscience,2,-2
consencious,conscience,6,1
consents,conscience,4,-2
conshants,conscience,5,-1
conshur,conscience,6,-3
consiance,conscience,2,-1
consicence,conscience,2,0
consicience,conscience,1,1
consicient,conscience,3,0
consicious,conscience,5,0
consience,conscience,1,-1
consienced,conscience,2,0
consinence,conscience,2,0
consionce,conscience,2,-1
consiouns,conscience,5,-1
consious,conscience,5,-2
consisions,conscience,5,0
consounce,conscience,3,-1
consounces,conscience,4,0
consuent,conscience,4,-2
consutaions,conscience,6,1
contance,conscience,4,-2
contence,conscience,3,-2
contenious,conscience,7,0
contents,conscience,5,-2
conteonce,conscience,4,-1
contientes,conscience,4,0
contionce,conscience,3,-1
contions,conscience,5,-2
conunishion,conscience,7,1
councious,conscience,6,-1
counshes,conscience,6,-2
counsion,conscience,5,-2
counsious,conscience,6,-1
comcientious,conscientious,2,-1
conceanencious,conscientious,5,1
conceiencis,conscientious,5,-2
conceincious,conscientious,4,-1
conceineous,conscientious,5,-2
conceinseous,conscientious,5,-1
conceintious,conscientious,3,-1
conceious,conscientious,4,-4
concencious,conscientious,3,-2
concenciously,conscientious,5,0
concencus,conscientious,5,-4
concenences,conscientious,6,-2
concenents,conscientious,6,-3
concenetious,conscientious,3,-1
concenious,conscientious,3,-3
concenscious,conscientious,4,-1
concensious,conscientious,3,-2
concensus,conscientious,5,-4
concentious,conscientious,2,-2
concentous,conscientious,3,-3
concentus,conscientious,4,-4
conchenchis,conscientious,6,-2
conchienchis,conscientious,6,-1
conchientious,conscientious,2,0
conciantious,conscientious,2,-1
conciantous,conscientious,3,-2
concienanse,conscientious,6,-2
concience,conscientious,6,-4
conciencence,conscientious,6,-1
conciencencious,conscientious,5,2
concienceous,conscientious,3,-1
conciences,conscientious,5,-3
conciencience,conscientious,6,0
conciencies,conscientious,4,-2
conciencious,conscientious,2,-1
conciencius,conscientious,3,-2
concienitous,conscientious,3,-1
concienous,conscientious,3,-3
conciensess,conscientious,5,-2
conciensicis,conscientious,4,-1
conciensious,conscientious,2,-1
concienteous,conscientious,2,-1
concientience,conscientious,5,0
concientious,conscientious,1,-1
concientius,conscientious,2,-2
concientous,conscientious,2,-2
concientuous,conscientious,2,-1
concioncious,conscientious,3,-1
conciotious,conscientious,3,-2
conciouas,conscientious,6,-4
conciounetious,conscientious,4,1
concious,conscientious,5,-5
concithis,conscientious,6,-4
conculention,conscientious,5,-1
concuous,conscientious,6,-5
congenious,conscientious,4,-3
congieance,conscientious,8,-3
coninuded,conscientious,8,-4
conques,conscientious,8,-6
conscanous,conscientious,4,-3
conscciencious,conscientious,2,1
consceincious,conscientious,3,0
conscenceous,conscientious,3,-1
conscencious,conscientious,2,-1
conscenscious,conscientious,3,0
conscentious,conscientious,1,-1
conschience,conscientious,6,-2
conscience,conscientious,5,-3
consciencentous,conscientious,4,2
consciences,conscientious,4,-2
consciencious,conscientious,1,0
consciencous,conscientious,2,-1
conscienctious,conscientious,1,1
conscienctous,conscientious,2,0
consciencus,conscientious,3,-2
conscieneous,conscientious,2,-1
conscienious,conscientious,1,-1
conscienous,conscientious,2,-2
conscienscious,conscientious,2,1
conscienscous,conscientious,2,0
consciensious,conscientious,1,0
conscienteous,conscientious,1,0
conscienteously,conscientious,3,2
conscientience,conscientious,4,1
conscientiouse,conscientious,1,1
conscientius,conscientious,1,-1
conscientous,conscientious,1,-1
conscientscious,conscientious,2,2
conscientuous,conscientious,1,0
conscietinous,conscientious,2,0
conscietous,conscientious,2,-2
conscineous,conscientious,3,-2
conscinious,conscientious,2,-2
conscionenious,conscientious,3,1
conscionscus,conscientious,4,-1
conscionus,conscientious,4,-3
conscious,conscientious,4,-4
consciousencious,conscientious,4,3
consciousens,conscientious,6,-1
consciousness,conscientious,6,0
consconsious,conscientious,3,-1
consecience,conscientious,6,-2
consecious,conscientious,4,-3
conseinches,conscientious,6,-2
conseious,conscientious,4,-4
consencdious,conscientious,4,-1
consencious,conscientious,3,-2
consenience,conscientious,7,-2
conseninous,conscientious,4,-2
consenshuz,conscientious,6,-3
consensibus,conscientious,4,-2
consensious,conscientious,3,-2
consentious,conscientious,2,-2
consentise,conscientious,5,-3
consenuous,conscientious,4,-3
consequence,conscientious,8,-2
consequences,conscientious,7,-1
consetious,conscientious,3,-3
consheanice,conscientious,7,-2
consheencisince,conscientious,8,2
conshenious,conscientious,3,-2
conshents,conscientious,5,-4
consherne,conscientious,8,-4
conshienchace,conscientious,6,0
conshionenus,conscientious,5,-1
consiancous-,conscientious,5,-1
consicious,conscientious,4,-3
consicusous,conscientious,5,-2
consience,conscientious,6,-4
consiences,conscientious,5,-3
consiencess,conscientious,5,-2
consiencious,conscientious,2,-1
consiencous,conscientious,3,-2
consieneansious,conscientious,5,2
consiensus,conscientious,4,-3
consientious,conscientious,1,-1
consientous,conscientious,2,-2
consienusaly,conscientious,6,-1
consinence,conscientious,7,-3
consineous,conscientious,4,-3
consinesious,conscientious,4,-1
consioce,conscientious,7,-5
consious,conscientious,5,-5
consquence,conscientious,7,-3
consquences,conscientious,6,-2
consuinces,conscientious,6,-3
consus,conscientious,7,-7
consyiensious,conscientious,2,0
contiencious,conscientious,3,-1
contientious,conscientious,2,-1
contientous,conscientious,3,-2
counciencous,conscientious,4,-1
conaious,conscious,2,-1
conceious,conscious,2,0
conceniess,conscious,5,1
concense,conscious,5,-1
conchesiouses,conscious,6,4
conchus,conscious,3,-2
concience,conscious,5,0
conciense,conscious,4,0
concient,conscious,4,-1
concients,conscious,4,0
concienus,conscious,3,0
concieous,conscious,2,0
concies,conscious,3,-2
conciess,conscious,3,-1
concinence,conscious,6,1
concios,conscious,2,-2
conciouious,conscious,4,2
concious,conscious,1,-1
conciouse,conscious,2,0
concouis,conscious,3,-1
conicious,conscious,1,0
conious,conscious,2,-2
conisious,conscious,2,0
conncis,conscious,3,-2
connies,conscious,4,-2
connsious,conscious,2,0
consceious,conscious,1,1
conscence,conscious,4,0
conscience,conscious,4,1
consciences,conscious,4,2
consciencious,conscious,4,4
conscienous,conscious,2,2
consciense,conscious,3,1
conscients,conscious,3,1
consciouse,conscious,1,1
conscius,conscious,1,-1
consence,conscious,5,-1
consencious,conscious,2,2
conshus,conscious,3,-2
consiance,conscious,5,0
consicantic,conscious,6,2
consicious,conscious,1,1
consicouis,conscious,3,1
consiec,conscious,4,-2
consience,conscious,5,0
consince,conscious,4,-1
consious,conscious,1,-1
consiouse,conscious,2,0
consitions,conscious,3,1
consunce,conscious,5,-1
consuss,conscious,4,-2
conteous,conscious,3,-1
contience,conscious,6,0
contincious,conscious,3,2
contious,conscious,2,-1
conuious,conscious,2,-1
cortious,conscious,3,-1
councious,conscious,2,0
counios,conscious,4,-2
counisius,conscious,4,0
counscious,conscious,1,1
counsious,conscious,2,0
countous,conscious,4,-1
cultures,conscious,7,-1
ginderkarten,conscious,11,3
sconceious,conscious,3,1
sone,conscious,7,-5
conciousness,consciousness,1,-1
concensus,consensus,1,0
concent,consent,1,0
concequence,consequence,1,0
consiquence,consequence,1,0
consiquently,consequently,1,0
consquently,consequently,1,-1
consert,conservative,5,-5
conservatie,conservative,1,-1
concider,consider,1,0
consiter,consider,1,0
conciderable,considerable,1,0
considerble,considerable,1,-1
considerable,considerably,1,0
conciderate,considerate,1,0
considered,considerate,3,-1
concideration,consideration,1,0
consideraiion,consideration,1,0
conscidered,considered,1,1
consider,considered,2,-2
considerd,considered,1,-1
consderin,considering,2,-2
consering,considering,2,-2
consisit,consist,1,1
consist,consisted,2,-2
concenience,consistent,6,1
concistant,consistent,2,0
concistent,consistent,1,0
concitent,consistent,2,-1
conistant,consistent,2,-1
conscistant,consistent,2,1
conscistent,consistent,1,1
consentance,consistent,5,1
consestane,consistent,3,0
consestion,consistent,4,0
consinante,consistent,4,0
consisent,consistent,1,-1
consistance,consistent,3,1
consistant,consistent,1,0
consistaunt,consistent,2,1
consistence,consistent,2,1
consistiance,consistent,4,2
consistient,consistent,1,1
consistined,consistent,3,1
consistion,consistent,3,0
consiston,consistent,2,-1
consistont,consistent,1,0
consitance,consistent,4,0
consitant,consistent,2,-1
consitent,consistent,1,-1
consizition,consistent,5,1
constant,consistent,3,-2
constent,consistent,2,-2
constient,consistent,3,-1
constisant,consistent,3,0
constistant,consistent,2,1
consisiting,consisting,1,1
consisits,consists,1,1
const,consists,3,-3
conpired,conspired,1,-1
constent,constant,1,0
constently,constantly,1,0
constitit,constitutes,3,-2
consitution,constitution,1,-1
constition,constitution,2,-2
construcktion,construction,1,1
comsumer,consumer,1,0
consummer,consumer,1,1
consup,consumption,5,-5
contracked,contacted,2,1
contancts,contacts,1,1
contane,contain,2,0
containd,contained,1,-1
contasined,contained,1,1
containg,containing,2,-2
contasining,containing,1,1
contining,containing,1,-1
contins,contains,1,-1
contempory,contemporary,2,-2
contempible,contemptible,1,-1
conitent,content,1,1
containt,content,2,1
contant,content,1,0
canlente,contented,3,-1
cantente,contented,2,-1
cantenti,contented,3,-1
cat,contented,7,-6
cometente,contented,3,0
comted,contented,4,-3
